application_number,product_number,chemical_name,dosage
ANDA040642,002,METHSCOPOLAMINE BROMIDE,5MG
ANDA040643,001,PROMETHAZINE HYDROCHLORIDE,6.25MG
ANDA040647,001,TESTOSTERONE ENANTHATE,200MG
ANDA040728,004,BETHANECHOL CHLORIDE,25MG
ANDA040728,002,BETHANECHOL CHLORIDE,5MG
ANDA040728,003,BETHANECHOL CHLORIDE,10MG
ANDA040728,001,BETHANECHOL CHLORIDE,50MG
ANDA040735,002,HYDROCHLOROTHIAZIDE,25MG
ANDA040735,003,HYDROCHLOROTHIAZIDE,50MG
ANDA040743,002,FLUOROURACIL,500MG
ANDA040743,001,FLUOROURACIL,1GM
ANDA040751,001,IMIPRAMINE HYDROCHLORIDE,50MG
ANDA040751,002,IMIPRAMINE HYDROCHLORIDE,25MG
ANDA040751,003,IMIPRAMINE HYDROCHLORIDE,10MG
ANDA040769,001,ACETAMINOPHEN,750MG
ANDA040769,001,HYDROCODONE BITARTRATE,7.5MG
ANDA040773,001,BENZPHETAMINE HYDROCHLORIDE,50MG
ANDA040791,002,PROMETHAZINE HYDROCHLORIDE,12.5MG
ANDA040791,003,PROMETHAZINE HYDROCHLORIDE,25MG
ANDA040791,001,PROMETHAZINE HYDROCHLORIDE,50MG
ANDA040812,002,HYDROXYZINE HYDROCHLORIDE,25MG
ANDA040812,003,HYDROXYZINE HYDROCHLORIDE,50MG
ANDA040812,001,HYDROXYZINE HYDROCHLORIDE,10MG
ANDA040814,001,CARBINOXAMINE MALEATE,4MG
ANDA040816,004,AMITRIPTYLINE HYDROCHLORIDE,75MG
ANDA040816,002,AMITRIPTYLINE HYDROCHLORIDE,10MG
ANDA040816,005,AMITRIPTYLINE HYDROCHLORIDE,100MG
ANDA040816,003,AMITRIPTYLINE HYDROCHLORIDE,50MG
ANDA040816,001,AMITRIPTYLINE HYDROCHLORIDE,25MG
ANDA040816,006,AMITRIPTYLINE HYDROCHLORIDE,150MG
ANDA040864,001,ACETAMINOPHEN,325MG
ANDA040864,001,BUTALBITAL,50MG
ANDA040864,001,CAFFEINE,40MG
ANDA040875,001,PHENTERMINE HYDROCHLORIDE,30MG
ANDA040879,001,HYDROCORTISONE,2.5%
ANDA040885,001,ACETAMINOPHEN,300MG
ANDA040885,001,BUTALBITAL,50MG
ANDA040885,001,CAFFEINE,40MG
ANDA040886,001,PHENTERMINE HYDROCHLORIDE,30MG
ANDA040886,002,PHENTERMINE HYDROCHLORIDE,15MG
ANDA040889,001,METHYLERGONOVINE MALEATE,0.2MG
ANDA040891,001,PROMETHAZINE HYDROCHLORIDE,6.25MG
ANDA040897,003,BETHANECHOL CHLORIDE,25MG
ANDA040897,001,BETHANECHOL CHLORIDE,5MG
ANDA040897,004,BETHANECHOL CHLORIDE,50MG
ANDA040897,002,BETHANECHOL CHLORIDE,10MG
NDA011722,002,DIETHYLPROPION HYDROCHLORIDE,25MG
NDA050109,001,PLICAMYCIN,2.5MG
NDA050156,001,CHLORAMPHENICOL,1%
NDA050268,001,TETRACYCLINE HYDROCHLORIDE,1%
NDA050278,003,TETRACYCLINE HYDROCHLORIDE,250MG
NDA050278,001,TETRACYCLINE HYDROCHLORIDE,500MG
NDA050314,001,AMPHOTERICIN B,3%
NDA050356,001,HYDROCORTISONE ACETATE,10MG
NDA050356,001,THONZONIUM BROMIDE,0.5MG
NDA050450,001,MITOMYCIN,5MG
NDA050450,002,MITOMYCIN,20MG
NDA011793,008,HYDROCHLOROTHIAZIDE,50MG
NDA011793,009,HYDROCHLOROTHIAZIDE,100MG
NDA011793,005,HYDROCHLOROTHIAZIDE,25MG
NDA050493,001,TETRACYCLINE HYDROCHLORIDE,2.2MG
NDA050548,002,CEPHRADINE,500MG
NDA050548,001,CEPHRADINE,250MG
NDA050555,001,TOBRAMYCIN,0.3%
NDA050565,003,AMDINOCILLIN,1GM
NDA050565,001,AMDINOCILLIN,250MG
NDA050565,002,AMDINOCILLIN,500MG
NDA050576,001,NYSTATIN,100%
NDA050578,004,CEFTAZIDIME,6GM
NDA050578,002,CEFTAZIDIME,1GM
NDA050578,003,CEFTAZIDIME,2GM
NDA050578,001,CEFTAZIDIME,500MG
ANDA061633,001,ERYTHROMYCIN,250MG
NDA011839,003,MEDROXYPROGESTERONE ACETATE,5MG
NDA011839,001,MEDROXYPROGESTERONE ACETATE,2.5MG
NDA011839,004,MEDROXYPROGESTERONE ACETATE,10MG
NDA050610,001,ERYTHROMYCIN,100%
NDA050665,002,CEFPROZIL,250MG
NDA050665,001,CEFPROZIL,125MG
NDA050667,001,LORACARBEF,100MG
NDA050667,002,LORACARBEF,200MG
NDA050734,001,IDARUBICIN HYDROCHLORIDE,1MG
NDA050738,001,CYCLOSPORINE,25MG
NDA050738,002,CYCLOSPORINE,100MG
NDA050742,002,IVERMECTIN,3MG
NDA050742,001,IVERMECTIN,6MG
NDA050751,001,DOXYCYCLINE HYCLATE,50MG
NDA050755,001,AMOXICILLIN,600MG
NDA050802,001,CLINDAMYCIN PHOSPHATE,1.2%
NDA050802,001,TRETINOIN,0.025%
ANDA060291,001,TETRACYCLINE HYDROCHLORIDE,125MG
ANDA060610,002,HYDROCORTISONE ACETATE,1.5%
ANDA060610,001,HYDROCORTISONE ACETATE,0.5%
ANDA061148,002,TETRACYCLINE HYDROCHLORIDE,500MG
ANDA061148,001,TETRACYCLINE HYDROCHLORIDE,250MG
ANDA061187,001,CHLORAMPHENICOL,1%
ANDA061443,001,TETRACYCLINE HYDROCHLORIDE,250MG
ANDA061443,002,TETRACYCLINE HYDROCHLORIDE,500MG
ANDA061685,002,TETRACYCLINE HYDROCHLORIDE,500MG
ANDA061685,001,TETRACYCLINE HYDROCHLORIDE,250MG
ANDA061851,002,AMOXICILLIN,250MG
ANDA061851,001,AMOXICILLIN,125MG
ANDA061976,002,CEPHRADINE,500MG
ANDA061976,005,CEPHRADINE,4GM
ANDA061976,003,CEPHRADINE,2GM
ANDA061976,001,CEPHRADINE,250MG
ANDA061976,004,CEPHRADINE,1GM
ANDA062067,001,AMOXICILLIN,250MG
ANDA062067,002,AMOXICILLIN,500MG
ANDA062120,001,AMOXICILLIN,250MG
ANDA062120,002,AMOXICILLIN,500MG
ANDA062326,001,ERYTHROMYCIN,2%
ANDA062327,001,ERYTHROMYCIN,2%
ANDA062343,001,TETRACYCLINE HYDROCHLORIDE,250MG
ANDA062343,002,TETRACYCLINE HYDROCHLORIDE,500MG
ANDA062683,001,CEPHRADINE,250MG
ANDA062367,001,TRIAMCINOLONE ACETONIDE,0.1%
NDA012382,002,PROPIOMAZINE HYDROCHLORIDE,20MG
ANDA062579,005,CEFORANIDE,20GM
ANDA062579,003,CEFORANIDE,2GM
ANDA062579,001,CEFORANIDE,500MG
ANDA062579,004,CEFORANIDE,10GM
ANDA062579,002,CEFORANIDE,1GM
NDA012419,004,FLUPHENAZINE HYDROCHLORIDE,1MG
ANDA062683,002,CEPHRADINE,500MG
ANDA062756,001,IMIPENEM,250MG
ANDA062756,002,IMIPENEM,500MG
NDA012486,001,CHLORPROTHIXENE,100MG
NDA012486,004,CHLORPROTHIXENE,25MG
NDA012486,005,CHLORPROTHIXENE,10MG
NDA012486,003,CHLORPROTHIXENE,50MG
NDA012524,001,METHYCLOTHIAZIDE,2.5MG
NDA012524,004,METHYCLOTHIAZIDE,5MG
ANDA062858,001,CEPHRADINE,125MG
NDA012542,004,OXYPHENBUTAZONE,100MG
ANDA062881,001,AMOXICILLIN,500MG
ANDA063099,002,AMOXICILLIN,500MG
ANDA063099,001,AMOXICILLIN,250MG
ANDA064063,001,DEXAMETHASONE,0.1%
ANDA065028,002,RIFAMPIN,300MG
ANDA065028,001,RIFAMPIN,150MG
ANDA065036,001,IDARUBICIN HYDROCHLORIDE,1MG
NDA012806,001,FLURANDRENOLIDE,0.05%
NDA012806,004,FLURANDRENOLIDE,0.025%
NDA012806,002,FLURANDRENOLIDE,0.05%
NDA012806,003,FLURANDRENOLIDE,0.025%
NDA012813,002,PREDNISOLONE ACETATE,0.2%
NDA012813,002,SULFACETAMIDE SODIUM,10%
ANDA065094,002,DEMECLOCYCLINE HYDROCHLORIDE,300MG
ANDA065094,001,DEMECLOCYCLINE HYDROCHLORIDE,150MG
ANDA065159,001,AMOXICILLIN,600MG
ANDA065187,001,GRAMICIDIN,0.025MG
ANDA065200,001,MICROSIZE,125MG
NDA012936,001,DROMOSTANOLONE PROPIONATE,50MG
ANDA065228,002,AMOXICILLIN,875MG
ANDA065228,001,AMOXICILLIN,500MG
ANDA065250,001,CLARITHROMYCIN,500MG
ANDA065271,002,AMOXICILLIN,500MG
ANDA065271,001,AMOXICILLIN,250MG
ANDA065289,001,EPIRUBICIN HYDROCHLORIDE,50MG
ANDA065289,002,EPIRUBICIN HYDROCHLORIDE,200MG
NDA013026,002,ETHIONAMIDE,250MG
ANDA065317,003,AMOXICILLIN,875MG
ANDA065330,001,CEFDINIR,300MG
ANDA065339,001,EPIRUBICIN HYDROCHLORIDE,50MG
ANDA065339,002,EPIRUBICIN HYDROCHLORIDE,200MG
ANDA065358,001,AMOXICILLIN,600MG
ANDA065378,002,AMOXICILLIN,400MG
ANDA065378,001,AMOXICILLIN,200MG
ANDA065384,001,CLARITHROMYCIN,250MG
ANDA065384,002,CLARITHROMYCIN,500MG
ANDA065385,001,BENZOYL PEROXIDE,5%
ANDA065385,001,ERYTHROMYCIN,3%
ANDA065440,001,IDARUBICIN HYDROCHLORIDE,1MG
ANDA065445,002,EPIRUBICIN HYDROCHLORIDE,50MG
ANDA065445,003,EPIRUBICIN HYDROCHLORIDE,200MG
ANDA065445,001,EPIRUBICIN HYDROCHLORIDE,10MG
ANDA070019,001,FUROSEMIDE,10MG
ANDA070034,001,SULFAMETHOXAZOLE,400MG
ANDA070034,001,TRIMETHOPRIM,80MG
ANDA070037,001,SULFAMETHOXAZOLE,800MG
ANDA070037,001,TRIMETHOPRIM,160MG
NDA013401,001,METHYLDOPATE HYDROCHLORIDE,50MG
ANDA070041,001,IBUPROFEN,600MG
NDA013402,001,HYDROCHLOROTHIAZIDE,15MG
NDA013402,001,METHYLDOPA,250MG
NDA013402,004,HYDROCHLOROTHIAZIDE,50MG
NDA013402,004,METHYLDOPA,500MG
NDA013402,002,HYDROCHLOROTHIAZIDE,25MG
NDA013402,002,METHYLDOPA,250MG
NDA013402,003,HYDROCHLOROTHIAZIDE,30MG
NDA013402,003,METHYLDOPA,500MG
ANDA070060,001,METHYLDOPA,250MG
ANDA070067,001,INDOMETHACIN,25MG
ANDA070091,001,DOPAMINE HYDROCHLORIDE,80MG
ANDA070100,001,FUROSEMIDE,80MG
ANDA070140,001,PROPRANOLOL HYDROCHLORIDE,10MG
NDA013538,001,DEXAMETHASONE,0.1%
ANDA070152,001,DIAZEPAM,2MG
ANDA070154,001,DIAZEPAM,10MG
ANDA070170,001,METRONIDAZOLE,500MG
ANDA070188,001,NALOXONE HYDROCHLORIDE,0.02MG
ANDA070189,001,NALOXONE HYDROCHLORIDE,0.02MG
ANDA070205,001,DIPHENHYDRAMINE HYDROCHLORIDE,12.5MG
NDA006170,003,PROTEIN HYDROLYSATE,5%
ANDA070222,001,DIAZEPAM,10MG
ANDA070232,001,PROPRANOLOL HYDROCHLORIDE,10MG
ANDA070234,001,PROPRANOLOL HYDROCHLORIDE,40MG
ANDA070247,001,METHYLDOPA,500MG
ANDA070254,001,NALOXONE HYDROCHLORIDE,0.4MG
ANDA070262,001,METHYLDOPA,500MG
ANDA070268,001,ALLOPURINOL,100MG
ANDA070297,001,AMITRIPTYLINE HYDROCHLORIDE,25MG
ANDA070297,001,PERPHENAZINE,2MG
ANDA070298,001,NALOXONE HYDROCHLORIDE,0.4MG
ANDA070329,001,IBUPROFEN,400MG
ANDA070356,001,DIAZEPAM,2MG
ANDA070373,001,AMITRIPTYLINE HYDROCHLORIDE,10MG
ANDA070373,001,PERPHENAZINE,2MG
ANDA070375,001,AMITRIPTYLINE HYDROCHLORIDE,10MG
ANDA070375,001,PERPHENAZINE,4MG
ANDA070413,001,FUROSEMIDE,40MG
ANDA070427,001,PRAZEPAM,5MG
NDA014169,001,IDOXURIDINE,0.1%
ANDA070483,001,VERAPAMIL HYDROCHLORIDE,120MG
ANDA070496,001,NALOXONE HYDROCHLORIDE,0.4MG
ANDA070519,001,PROPRANOLOL HYDROCHLORIDE,60MG
ANDA070540,001,LORAZEPAM,2MG
ANDA070545,001,BRETYLIUM TOSYLATE,50MG
ANDA070556,001,IBUPROFEN,600MG
NDA014349,002,NONOXYNOL-9,12.5%
ANDA070583,001,BUPIVACAINE HYDROCHLORIDE,0.25%
ANDA070590,001,BUPIVACAINE HYDROCHLORIDE,0.25%
NDA014394,001,LIDOCAINE,10%
NDA014474,004,MEPROBAMATE,400MG
NDA014474,002,MEPROBAMATE,200MG
ANDA070639,001,NALOXONE HYDROCHLORIDE,0.4MG
ANDA070655,001,FUROSEMIDE,10MG
ANDA070659,001,CLONIDINE HYDROCHLORIDE,0.3MG
ANDA070663,001,PROPRANOLOL HYDROCHLORIDE,10MG
ANDA070675,001,LORAZEPAM,0.5MG
NDA014691,002,MELPHALAN,2MG
ANDA070721,001,HALOPERIDOL,1MG
NDA001546,001,GUANIDINE HYDROCHLORIDE,125MG
ANDA070766,001,CHLORDIAZEPOXIDE,10MG
ANDA070771,001,ACETAMINOPHEN,650MG
ANDA070771,001,PROPOXYPHENE NAPSYLATE,100MG
ANDA070797,001,CHLORPHENIRAMINE MALEATE,12MG
ANDA070815,001,PROPRANOLOL HYDROCHLORIDE,20MG
ANDA070818,001,IBUPROFEN,400MG
ANDA070829,001,HYDROCHLOROTHIAZIDE,15MG
ANDA070829,001,METHYLDOPA,250MG
NDA014764,001,GLYCOPYRROLATE,0.2MG
ANDA070854,001,HYDROCHLOROTHIAZIDE,30MG
ANDA070854,001,METHYLDOPA,500MG
ANDA070881,001,CLONIDINE HYDROCHLORIDE,0.1MG
NDA014882,002,MEPROBAMATE,200MG
NDA014882,001,MEPROBAMATE,400MG
ANDA070903,001,DIAZEPAM,2MG
ANDA070908,001,IBUPROFEN,200MG
ANDA070914,001,NALBUPHINE HYDROCHLORIDE,10MG
ANDA070916,001,NALBUPHINE HYDROCHLORIDE,20MG
ANDA070917,001,NALBUPHINE HYDROCHLORIDE,20MG
ANDA070921,001,TRAZODONE HYDROCHLORIDE,100MG
ANDA070958,001,HYDROCHLOROTHIAZIDE,15MG
ANDA070958,001,METHYLDOPA,250MG
NDA015139,005,MEPROBAMATE,400MG
NDA015139,006,MEPROBAMATE,200MG
ANDA070975,001,CLONIDINE HYDROCHLORIDE,0.2MG
ANDA071014,001,METAPROTERENOL SULFATE,20MG
NDA015296,001,FLUOCINOLONE ACETONIDE,0.01%
ANDA071039,001,LORAZEPAM,2MG
ANDA071043,001,ETHINYL ESTRADIOL,0.035MG
ANDA071043,001,NORETHINDRONE,0.5MG
ANDA071050,001,MORPHINE SULFATE,0.5MG
NDA015417,003,MEPROBAMATE,200MG
NDA015417,002,MEPROBAMATE,400MG
ANDA071061,001,HYDROCHLOROTHIAZIDE,25MG
ANDA071061,001,PROPRANOLOL HYDROCHLORIDE,80MG
ANDA071063,001,AMITRIPTYLINE HYDROCHLORIDE,25MG
ANDA071063,001,PERPHENAZINE,2MG
ANDA071077,001,AMITRIPTYLINE HYDROCHLORIDE,10MG
ANDA071077,001,PERPHENAZINE,2MG
NDA015500,004,TOLAZAMIDE,250MG
NDA015500,002,TOLAZAMIDE,100MG
NDA015500,005,TOLAZAMIDE,500MG
ANDA071126,001,HYDROCHLOROTHIAZIDE,25MG
ANDA071126,001,PROPRANOLOL HYDROCHLORIDE,40MG
ANDA071140,001,TRAZODONE HYDROCHLORIDE,100MG
ANDA071141,003,LORAZEPAM,1MG
ANDA071141,001,LORAZEPAM,2MG
ANDA071141,002,LORAZEPAM,0.5MG
ANDA071163,001,IBUPROFEN,200MG
ANDA071207,001,HALOPERIDOL,1MG
ANDA071208,001,HALOPERIDOL,2MG
ANDA071214,001,IBUPROFEN,200MG
ANDA071220,001,HALOPERIDOL,10MG
ANDA071229,001,IBUPROFEN,200MG
ANDA071245,001,LORAZEPAM,0.5MG
ANDA071252,001,CLONIDINE HYDROCHLORIDE,0.1MG
ANDA071255,001,HALOPERIDOL,0.5MG
ANDA071272,001,NALOXONE HYDROCHLORIDE,0.02MG
ANDA071299,001,SULFAMETHOXAZOLE,400MG
ANDA071299,001,TRIMETHOPRIM,80MG
ANDA071335,001,IBUPROFEN,600MG
ANDA071369,001,PROPRANOLOL HYDROCHLORIDE,20MG
ANDA071388,001,PROPRANOLOL HYDROCHLORIDE,80MG
ANDA071404,001,LORAZEPAM,1MG
ANDA071406,001,TRAZODONE HYDROCHLORIDE,100MG
ANDA071413,001,FLUPHENAZINE DECANOATE,25MG
ANDA071415,001,DIAZEPAM,5MG
ANDA071423,001,VERAPAMIL HYDROCHLORIDE,80MG
ANDA071425,001,DESONIDE,0.05%
ANDA071428,001,TEMAZEPAM,30MG
ANDA071429,001,CLORAZEPATE DIPOTASSIUM,3.75MG
ANDA071456,001,TEMAZEPAM,15MG
ANDA071471,001,CYTARABINE,100MG
ANDA071498,001,HYDROCHLOROTHIAZIDE,25MG
ANDA071498,001,PROPRANOLOL HYDROCHLORIDE,40MG
ANDA071510,001,CLORAZEPATE DIPOTASSIUM,7.5MG
ANDA071517,001,PROPRANOLOL HYDROCHLORIDE,40MG
ANDA071523,001,TRAZODONE HYDROCHLORIDE,50MG
ANDA074085,001,ALPRAZOLAM,0.25MG
ANDA071525,001,TRAZODONE HYDROCHLORIDE,150MG
ANDA071535,001,FLUOCINONIDE,0.05%
ANDA071545,001,ETHINYL ESTRADIOL,0.035MG
ANDA071545,001,NORETHINDRONE,1MG
ANDA071556,001,SULFAMETHOXAZOLE,80MG
ANDA071556,001,TRIMETHOPRIM,16MG
ANDA071594,001,FUROSEMIDE,80MG
ANDA071639,001,IBUPROFEN,200MG
ANDA071672,001,NALOXONE HYDROCHLORIDE,0.02MG
ANDA071708,001,TEMAZEPAM,15MG
ANDA071709,001,TEMAZEPAM,30MG
ANDA071713,001,OXAZEPAM,10MG
ANDA071735,001,IBUPROFEN,200MG
ANDA071767,001,FLURAZEPAM HYDROCHLORIDE,15MG
ANDA071781,001,CLORAZEPATE DIPOTASSIUM,7.5MG
ANDA071810,001,BUPIVACAINE HYDROCHLORIDE,0.75%
ANDA071813,001,OXAZEPAM,10MG
ANDA071816,001,SULFAMETHOXAZOLE,800MG
ANDA071816,001,TRIMETHOPRIM,160MG
ANDA071821,001,HYDROCHLOROTHIAZIDE,30MG
ANDA071821,001,METHYLDOPA,500MG
ANDA071829,001,CLORAZEPATE DIPOTASSIUM,7.5MG
ANDA071841,001,LACTULOSE,10GM
ANDA071862,001,AMITRIPTYLINE HYDROCHLORIDE,10MG
ANDA071862,001,PERPHENAZINE,4MG
ANDA071878,001,CLORAZEPATE DIPOTASSIUM,3.75MG
ANDA071893,001,ACETOHEXAMIDE,250MG
ANDA071900,001,HYDROCHLOROTHIAZIDE,50MG
ANDA071900,001,METHYLDOPA,500MG
ANDA071905,001,IBUPROFEN,200MG
ANDA071911,001,IBUPROFEN,800MG
ANDA071920,001,HYDROCHLOROTHIAZIDE,15MG
ANDA071920,001,METHYLDOPA,250MG
ANDA072022,001,HYDROCHLOROTHIAZIDE,50MG
ANDA072022,001,TRIAMTERENE,75MG
ANDA072035,001,IBUPROFEN,200MG
ANDA072040,001,IBUPROFEN,200MG
ANDA072052,001,CHLORDIAZEPOXIDE,5MG
ANDA072068,001,PROPRANOLOL HYDROCHLORIDE,60MG
ANDA072091,001,NALOXONE HYDROCHLORIDE,1MG
ANDA072164,001,MAPROTILINE HYDROCHLORIDE,75MG
ANDA072168,001,CYTARABINE,20MG
ANDA072253,003,OXAZEPAM,15MG
ANDA072253,001,OXAZEPAM,30MG
ANDA072253,002,OXAZEPAM,10MG
ANDA072255,001,CHLORHEXIDINE GLUCONATE,4%
ANDA072292,001,CHLORHEXIDINE GLUCONATE,0.5%
ANDA072302,001,ATENOLOL,100MG
ANDA072302,001,CHLORTHALIDONE,25MG
ANDA072302,002,ATENOLOL,50MG
ANDA072302,002,CHLORTHALIDONE,25MG
ANDA074085,004,ALPRAZOLAM,2MG
ANDA072369,001,FLURAZEPAM HYDROCHLORIDE,30MG
ANDA072399,001,SULFAMETHOXAZOLE,200MG
ANDA072399,001,TRIMETHOPRIM,40MG
ANDA072416,001,DIPHENHYDRAMINE HYDROCHLORIDE,12.5MG
ANDA072418,001,AMOXAPINE,25MG
ANDA072537,001,FLUOCINONIDE,0.05%
ANDA072651,001,NIFEDIPINE,10MG
NDA016678,001,DEXTROSE,5GM
NDA016678,001,SODIUM CHLORIDE,900MG
ANDA072721,001,ETHINYL ESTRADIOL,0.035MG
ANDA072721,001,ETHYNODIOL DIACETATE,1MG
ANDA072901,001,IBUPROFEN,200MG
ANDA072924,001,VERAPAMIL HYDROCHLORIDE,40MG
ANDA072926,001,LORAZEPAM,0.5MG
ANDA072927,001,LORAZEPAM,1MG
NDA016692,001,SODIUM LACTATE,1.87GM
ANDA072933,001,FLUOCINONIDE,0.05%
ANDA073010,001,AMITRIPTYLINE HYDROCHLORIDE,25MG
ANDA073010,001,PERPHENAZINE,4MG
ANDA073019,001,IBUPROFEN,200MG
ANDA073030,001,FLUOCINONIDE,0.05%
ANDA073043,001,BACLOFEN,10MG
ANDA073044,001,BACLOFEN,20MG
ANDA073115,001,AMANTADINE HYDROCHLORIDE,50MG
ANDA073229,001,VALPROIC ACID,250MG
ANDA073249,001,CLOTRIMAZOLE,100MG
ANDA073288,001,METOPROLOL TARTRATE,50MG
NDA016717,001,INVERT SUGAR,10GM
ANDA073398,001,POTASSIUM CHLORIDE,8MEQ
ANDA073507,001,MICONAZOLE NITRATE,100MG
ANDA073515,001,KETOPROFEN,25MG
ANDA073536,001,PIROXICAM,20MG
ANDA073536,002,PIROXICAM,10MG
ANDA073548,001,DESONIDE,0.05%
ANDA073589,001,CARBIDOPA,25MG
ANDA073589,001,LEVODOPA,100MG
NDA016733,001,SODIUM CHLORIDE,900MG
ANDA073630,001,SULFACETAMIDE SODIUM,10%
ANDA073632,001,METAPROTERENOL SULFATE,10MG
ANDA073685,001,LACTULOSE,10GM
ANDA073686,001,LACTULOSE,10GM
ANDA073687,001,PINDOLOL,5MG
ANDA073687,002,PINDOLOL,10MG
ANDA074035,003,KETOPROFEN,75MG
ANDA074035,002,KETOPROFEN,50MG
ANDA074045,001,NIFEDIPINE,20MG
ANDA074046,001,ALPRAZOLAM,0.25MG
ANDA074046,004,ALPRAZOLAM,2MG
ANDA074046,002,ALPRAZOLAM,0.5MG
ANDA074046,003,ALPRAZOLAM,1MG
ANDA074085,002,ALPRAZOLAM,0.5MG
ANDA074085,003,ALPRAZOLAM,1MG
ANDA074089,001,CLOBETASOL PROPIONATE,0.05%
ANDA074102,001,PIROXICAM,10MG
ANDA074102,002,PIROXICAM,20MG
ANDA074112,003,ALPRAZOLAM,1MG
ANDA074112,001,ALPRAZOLAM,0.25MG
ANDA074112,002,ALPRAZOLAM,0.5MG
NDA016768,002,QUINESTROL,0.1MG
NDA016768,003,QUINESTROL,0.2MG
ANDA074163,002,NAPROXEN,375MG
ANDA074163,003,NAPROXEN,500MG
ANDA074163,001,NAPROXEN,250MG
ANDA074170,001,AMANTADINE HYDROCHLORIDE,50MG
ANDA074174,004,ALPRAZOLAM,2MG
ANDA074174,002,ALPRAZOLAM,0.5MG
ANDA074174,003,ALPRAZOLAM,1MG
ANDA074174,001,ALPRAZOLAM,0.25MG
ANDA074216,003,NAPROXEN,500MG
ANDA074216,001,NAPROXEN,250MG
ANDA074216,002,NAPROXEN,375MG
ANDA074223,001,GLIPIZIDE,5MG
ANDA074223,002,GLIPIZIDE,10MG
NDA016782,001,LITHIUM CARBONATE,300MG
ANDA074270,001,GEMFIBROZIL,600MG
ANDA074299,001,INDAPAMIDE,2.5MG
ANDA074299,002,INDAPAMIDE,1.25MG
NDA006525,001,SULFISOXAZOLE,500MG
ANDA074339,001,CIMETIDINE,800MG
ANDA074378,001,GLIPIZIDE,5MG
ANDA074378,002,GLIPIZIDE,10MG
ANDA074401,002,CIMETIDINE,300MG
ANDA074401,003,CIMETIDINE,400MG
ANDA074401,001,CIMETIDINE,200MG
NDA016809,002,TRICLOFOS SODIUM,750MG
ANDA074442,001,GEMFIBROZIL,600MG
ANDA074445,001,TRIAZOLAM,0.125MG
ANDA074445,002,TRIAZOLAM,0.25MG
ANDA074453,001,METOPROLOL TARTRATE,50MG
ANDA074453,002,METOPROLOL TARTRATE,100MG
NDA016814,001,ISOPROTERENOL HYDROCHLORIDE,0.25%
ANDA074493,003,CAPTOPRIL,50MG
ANDA074493,001,CAPTOPRIL,12.5MG
ANDA074493,004,CAPTOPRIL,100MG
ANDA074493,002,CAPTOPRIL,25MG
ANDA074498,002,INDAPAMIDE,1.25MG
ANDA074498,001,INDAPAMIDE,2.5MG
ANDA074499,001,ATENOLOL,25MG
ANDA074505,004,CAPTOPRIL,100MG
ANDA074505,002,CAPTOPRIL,25MG
ANDA074505,003,CAPTOPRIL,50MG
ANDA074505,001,CAPTOPRIL,12.5MG
ANDA074529,001,ETOPOSIDE,20MG
ANDA074556,003,ACYCLOVIR,800MG
ANDA074556,001,ACYCLOVIR,200MG
ANDA074556,002,ACYCLOVIR,400MG
ANDA074566,001,CIMETIDINE,800MG
ANDA074569,002,CLONAZEPAM,1MG
ANDA074569,003,CLONAZEPAM,2MG
ANDA074569,001,CLONAZEPAM,0.5MG
ANDA074578,001,ACYCLOVIR,200MG
NDA016847,001,CALCIUM METRIZOATE,0.78MG
NDA016847,001,MEGLUMINE METRIZOATE,75.9MG
NDA016847,001,METRIZOATE MAGNESIUM,0.15MG
NDA016847,001,METRIZOATE SODIUM,16.6MG
ANDA074647,001,FLURBIPROFEN,50MG
ANDA074647,002,FLURBIPROFEN,100MG
ANDA074653,001,HYDROMORPHONE HYDROCHLORIDE,5MG
ANDA074686,004,GLYBURIDE,6MG
ANDA074686,002,GLYBURIDE,3MG
ANDA074686,003,GLYBURIDE,4.5MG
ANDA074686,001,GLYBURIDE,1.5MG
ANDA074698,002,BACLOFEN,20MG
ANDA074698,001,BACLOFEN,10MG
ANDA074722,002,INDAPAMIDE,2.5MG
ANDA074722,001,INDAPAMIDE,1.25MG
ANDA074731,001,MINOXIDIL,2%
ANDA074731,002,MINOXIDIL,2%
ANDA074735,001,CISPLATIN,1MG
ANDA074741,001,ATRACURIUM BESYLATE,10MG
ANDA074744,001,SELEGILINE HYDROCHLORIDE,5MG
ANDA074753,001,ATRACURIUM BESYLATE,10MG
ANDA074788,003,CAPTOPRIL,50MG
ANDA074788,003,HYDROCHLOROTHIAZIDE,25MG
ANDA074788,001,CAPTOPRIL,25MG
ANDA074788,001,HYDROCHLOROTHIAZIDE,15MG
ANDA074788,004,CAPTOPRIL,50MG
ANDA074788,004,HYDROCHLOROTHIAZIDE,15MG
ANDA074788,002,CAPTOPRIL,25MG
ANDA074788,002,HYDROCHLOROTHIAZIDE,25MG
ANDA074815,001,ALPROSTADIL,0.5MG
ANDA074865,003,MEXILETINE HYDROCHLORIDE,250MG
ANDA074865,001,MEXILETINE HYDROCHLORIDE,150MG
ANDA074865,002,MEXILETINE HYDROCHLORIDE,200MG
ANDA074878,001,PENTOXIFYLLINE,400MG
ANDA074888,001,DESMOPRESSIN ACETATE,0.004MG
ANDA074890,003,CIMETIDINE,400MG
ANDA074890,001,CIMETIDINE,200MG
ANDA074890,004,CIMETIDINE,800MG
ANDA074890,002,CIMETIDINE,300MG
ANDA074892,002,ETODOLAC,500MG
ANDA074892,001,ETODOLAC,400MG
